Designator,Mid X,Mid Y,Rotation,Layer
C1,50.975,-27.7,180.0,top
C2,44.875,-27.7,180.0,top
M1,39.9,-30.0,0.0,top
M2,55.9,-30.0,0.0,top
R1,47.9,-27.7,0.0,top
