Designator,Mid X,Mid Y,Rotation,Layer
C1,27.4,-29.4,270.0,top
D1,30.0,-33.0,180.0,top
J1,30.0,-30.0,180.0,bottom
R1,27.4,-32.5,90.0,top
U1,30.0,-30.0,270.0,top
